cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,RUL
1,24,1.8550045207910817,3.7510675949897836,-2.008296867696627,28.45673723373065,1.9988,2.839,545.813,131
1,24,1.8550045207910817,3.7488474720687592,-2.0095361606775155,28.51536111033435,1.9988,2.837,555.188,131
1,24,1.8550045207910817,3.746398749275051,-2.008322899136767,28.573024535690884,1.9988,2.835,564.547,131
1,24,1.8550045207910817,3.7442511991378304,-2.0081927947945277,28.637021033991466,1.9988,2.833,573.938,131
1,24,1.8550045207910817,3.7418842908137853,-2.0092579033622724,28.689762125868047,1.9988,2.831,583.313,131
1,24,1.8550045207910817,3.739740343003822,-2.01007864200962,28.7456471700585,1.9988,2.829,592.688,131
1,24,1.8550045207910817,3.73761989698936,-2.0103047803550105,28.789119050624265,1.9988,2.826,602.047,131
1,24,1.8550045207910817,3.7353126875739537,-2.0088676716843312,28.828343101141662,1.9988,2.824,611.469,131
1,24,1.8550045207910817,3.7330767524373334,-2.0096843575064134,28.879611197878727,1.9988,2.822,620.906,131
1,24,1.8550045207910817,3.7309634145199575,-2.009462246197193,28.930782604449487,1.999,2.819,630.281,131
1,24,1.8550045207910817,3.728851850946004,-2.009050519816686,28.984150275575594,1.999,2.817,639.641,131
1,24,1.8550045207910817,3.726625336356051,-2.009272567688036,29.02737920274014,1.999,2.815,649.016,131
1,24,1.8550045207910817,3.7244461757019303,-2.0066413742492775,29.05704605696756,1.999,2.813,658.406,131
1,24,1.8550045207910817,3.7223486194908215,-2.010898560222235,29.09868868639533,1.9988,2.811,667.781,131
1,24,1.8550045207910817,3.72016454236584,-2.0081842083363837,29.14657733627432,1.9988,2.809,677.172,131
1,24,1.8550045207910817,3.7179918281042976,-2.0075810835305967,29.168631974874852,1.9988,2.807,686.516,131
1,24,1.8550045207910817,3.7159429950266856,-2.0096546146366827,29.205768587504192,1.999,2.805,695.922,131
1,24,1.8550045207910817,3.714094092251494,-2.0074278404946897,29.247003598239598,1.9988,2.804,705.313,131
1,24,1.8550045207910817,3.7117327806477527,-2.007585389115094,29.279514298443825,1.999,2.801,714.735,131
1,24,1.8550045207910817,3.7098055824005196,-2.0107177870515347,29.304468458286703,1.9988,2.8,724.141,131
1,24,1.8550045207910817,3.707414179673621,-2.0098450434345643,29.33741542515638,1.9988,2.797,733.5,131
1,24,1.8550045207910817,3.7054990985525658,-2.007489421196641,29.370830135851385,1.9988,2.795,742.891,131
1,24,1.8550045207910817,3.7034878738363664,-2.0091403577149833,29.394357079810515,1.999,2.793,752.281,131
1,24,1.8550045207910817,3.701370266918481,-2.0057617014376925,29.417087725222267,1.999,2.792,761.656,131
1,24,1.8550045207910817,3.6993594889241255,-2.01055003378682,29.45080284678519,1.999,2.789,771.031,131
1,24,1.8550045207910817,3.6973411280523347,-2.0091589950386655,29.481680693957873,1.999,2.788,780.422,131
1,24,1.8550045207910817,3.695216694969806,-2.0098838872712395,29.496156207784924,1.9988,2.786,789.844,131
1,24,1.8550045207910817,3.693207516471937,-2.011206403750375,29.52242391662976,1.999,2.784,799.25,131
1,24,1.8550045207910817,3.691392620054178,-2.010110341976109,29.548340159415147,1.999,2.781,808.656,131
1,24,1.8550045207910817,3.6893211026755894,-2.0074128039570245,29.56229770771332,1.999,2.78,818.031,131
1,24,1.8550045207910817,3.6869853794380565,-2.0083812228060305,29.581748935144482,1.999,2.778,827.438,131
1,24,1.8550045207910817,3.68511785487017,-2.01075585432893,29.60640394928519,1.9988,2.776,836.781,131
1,24,1.8550045207910817,3.683276270393344,-2.008706217380041,29.624663360682135,1.9988,2.774,846.188,131
1,24,1.8550045207910817,3.6811835933066677,-2.0082579431753067,29.657598242017237,1.999,2.772,855.641,131
1,24,1.8550045207910817,3.6791674913821435,-2.0107561172053985,29.67546455581643,1.999,2.77,865.031,131
1,24,1.8550045207910817,3.677153125726251,-2.0086005796859463,29.694331795561165,1.9988,2.768,874.453,131
1,24,1.8550045207910817,3.675191999539298,-2.007897884558452,29.70919092121829,1.999,2.766,883.828,131
1,24,1.8550045207910817,3.6731165332396998,-2.0084037205357674,29.732867089980033,1.999,2.764,893.219,131
1,24,1.8550045207910817,3.6710416859510757,-2.008565838102557,29.754738311495238,1.9988,2.763,902.578,131
1,24,1.8550045207910817,3.6692957758717633,-2.009166871981948,29.788139186751554,1.9988,2.76,911.953,131
1,24,1.8550045207910817,3.667368371807652,-2.009324455687418,29.80491721234098,1.999,2.759,921.328,131
1,24,1.8550045207910817,3.665349340926126,-2.0093060347317193,29.834389531356226,1.999,2.757,930.813,131
1,24,1.8550045207910817,3.663449927420086,-2.008769859826233,29.86325159370718,1.999,2.754,940.188,131
1,24,1.8550045207910817,3.661480635951381,-2.0087504806355057,29.880557044000934,1.999,2.753,949.578,131
1,24,1.8550045207910817,3.659572599391957,-2.0071451169955945,29.89597710185524,1.999,2.751,958.953,131
1,24,1.8550045207910817,3.657625860330716,-2.0099984392918104,29.92463327310536,1.999,2.749,968.313,131
1,24,1.8550045207910817,3.6557578168254827,-2.010467994977276,29.941210057032407,1.9988,2.747,977.703,131
1,24,1.8550045207910817,3.653999559037087,-2.0085836289737617,29.968572100408846,1.9988,2.745,987.063,131
1,24,1.8550045207910817,3.651979022099576,-2.0109783943814907,30.00510008573974,1.999,2.743,996.391,131
1,24,1.8550045207910817,3.650078239550724,-2.0085346223326233,30.024061945550763,1.9988,2.741,1005.797,131
1,24,1.8550045207910817,3.6482154314596738,-2.010036938643583,30.034662401201118,1.999,2.74,1015.156,131
1,24,1.8550045207910817,3.646509402462097,-2.0099624241996703,30.064584744033738,1.999,2.738,1024.516,131
1,24,1.8550045207910817,3.6446136240682026,-2.0111219016026105,30.09706735706485,1.999,2.736,1033.891,131
1,24,1.8550045207910817,3.642608123886161,-2.0083653503005876,30.133170714438084,1.999,2.735,1043.266,131
1,24,1.8550045207910817,3.6408719993709955,-2.009410537241892,30.152571867778068,1.999,2.733,1052.641,131
1,24,1.8550045207910817,3.6389938396427115,-2.0097706721540667,30.180267718954095,1.9988,2.731,1062.031,131
1,24,1.8550045207910817,3.6370679553575713,-2.0091422750663184,30.21434822537689,1.9988,2.729,1071.375,131
1,24,1.8550045207910817,3.635442864953056,-2.01029415571111,30.24640272162069,1.999,2.727,1080.781,131
1,24,1.8550045207910817,3.6335267662682034,-2.0079700417516038,30.26596285907405,1.999,2.725,1090.266,131
1,24,1.8550045207910817,3.631700332659472,-2.0102047894623003,30.29317483178621,1.999,2.723,1099.672,131
1,24,1.8550045207910817,3.6299289896434965,-2.0112125086394874,30.315944927585956,1.999,2.722,1109.156,131
1,24,1.8550045207910817,3.6281319020427265,-2.008685314484042,30.352382400260495,1.9988,2.72,1118.516,131
1,24,1.8550045207910817,3.6261521764766176,-2.0087236789303153,30.369397226878522,1.9988,2.719,1127.906,131
1,24,1.8550045207910817,3.624365777164507,-2.0091288897002086,30.40185757672463,1.999,2.717,1137.328,131
1,24,1.8550045207910817,3.6227629403540997,-2.0106525146800314,30.423229080603488,1.9988,2.715,1146.735,131
1,24,1.8550045207910817,3.6209106217203106,-2.0083505023898454,30.452934803285547,1.9988,2.713,1156.11,131
1,24,1.8550045207910817,3.619174563968468,-2.006956598020106,30.482682895227104,1.999,2.711,1165.578,131
1,24,1.8550045207910817,3.6174321638977016,-2.006321332290223,30.51255919290144,1.999,2.709,1174.985,131
1,24,1.8550045207910817,3.6154263095520776,-2.0081773998166006,30.53474820923425,1.999,2.708,1184.485,131
1,24,1.8550045207910817,3.613984382323921,-2.0079212151152306,30.55756308825336,1.999,2.706,1193.875,131
1,24,1.8550045207910817,3.6120605527653327,-2.0097216285176276,30.586779235614266,1.999,2.705,1203.281,131
1,24,1.8550045207910817,3.610323441911442,-2.0095667394302663,30.62302870462738,1.999,2.703,1212.672,131
1,24,1.8550045207910817,3.6086036879396506,-2.009487276768152,30.64338455796524,1.999,2.701,1222.078,131
1,24,1.8550045207910817,3.6069304831756797,-2.0104399947591483,30.68672658821383,1.999,2.699,1231.516,131
1,24,1.8550045207910817,3.6051041560327493,-2.0076744244551015,30.7059704432798,1.999,2.697,1240.906,131
1,24,1.8550045207910817,3.6034406263328878,-2.0070612197803976,30.73360350198596,1.999,2.696,1250.297,131
1,24,1.8550045207910817,3.6019010797385547,-2.0097249579545293,30.758457130165,1.999,2.694,1259.672,131
1,24,1.8550045207910817,3.599944474659688,-2.0062231851905925,30.775989411607426,1.999,2.693,1269.063,131
1,24,1.8550045207910817,3.597980725024608,-2.009543512461215,30.812058976770217,1.999,2.691,1278.406,131
1,24,1.8550045207910817,3.596586673459473,-2.0106280399790237,30.842411984402695,1.9988,2.689,1287.781,131
1,24,1.8550045207910817,3.5947927821920604,-2.0082532494178915,30.866167878140747,1.999,2.687,1297.188,131
1,24,1.8550045207910817,3.5932950610849197,-2.007065783164929,30.903957065572115,1.999,2.686,1306.641,131
1,24,1.8550045207910817,3.591387597900257,-2.010264491155813,30.937574979746255,1.999,2.684,1316.047,131
1,24,1.8550045207910817,3.589632546340818,-2.0102413475133156,30.96362231099383,1.999,2.683,1325.438,131
1,24,1.8550045207910817,3.5880723489728124,-2.0099745355430274,30.985714329782645,1.999,2.681,1334.797,131
1,24,1.8550045207910817,3.5863457760003383,-2.008904894813305,31.01251835575338,1.9988,2.679,1344.235,131
1,24,1.8550045207910817,3.5848173449127594,-2.008842277723063,31.03758015705978,1.999,2.677,1353.641,131
1,24,1.8550045207910817,3.583195786633633,-2.007230171146479,31.067774050323656,1.999,2.676,1363.016,131
1,24,1.8550045207910817,3.581482553559701,-2.008707094857277,31.086816371709983,1.999,2.674,1372.438,131
1,24,1.8550045207910817,3.579865434244814,-2.0096018265480122,31.12282179919342,1.999,2.673,1381.86,131
1,24,1.8550045207910817,3.578123906450049,-2.009200715897732,31.13802718780658,1.999,2.671,1391.25,131
1,24,1.8550045207910817,3.57659138452716,-2.008948841144074,31.185321533334445,1.999,2.669,1400.703,131
1,24,1.8550045207910817,3.574987977542713,-2.006657136736618,31.20826706719767,1.9988,2.668,1410.094,131
1,24,1.8550045207910817,3.573220330301249,-2.007839533265785,31.23233869963444,1.999,2.666,1419.469,131
1,24,1.8550045207910817,3.571814895352626,-2.0072363651663365,31.269570117526683,1.999,2.665,1428.828,131
1,24,1.8550045207910817,3.570197341254782,-2.0100803603712687,31.284968023361067,1.9988,2.663,1438.219,131
1,24,1.8550045207910817,3.568499836696062,-2.0103693171641313,31.314599265159696,1.999,2.662,1447.578,131
1,24,1.8550045207910817,3.567043219903516,-2.008730445894444,31.326946124252707,1.999,2.66,1456.938,131
1,24,1.8550045207910817,3.565272241039781,-2.007228222542031,31.357037969236373,1.9988,2.658,1466.281,131
1,24,1.8550045207910817,3.5637707375686496,-2.0061973234869472,31.37971995780408,1.999,2.657,1475.641,131
1,24,1.8550045207910817,3.5621568900394545,-2.008969002448484,31.410262815445403,1.999,2.656,1485.063,131
1,24,1.8550045207910817,3.5607298393964317,-2.0074897971173815,31.43230163283927,1.999,2.654,1494.422,131
1,24,1.8550045207910817,3.558969772539788,-2.0081600354738156,31.46050330356886,1.999,2.652,1503.797,131
1,24,1.8550045207910817,3.557468348546722,-2.010564161666169,31.48770995637526,1.999,2.651,1513.188,131
1,24,1.8550045207910817,3.5559703182410494,-2.00641937509898,31.506175549553873,1.999,2.649,1522.641,131
1,24,1.8550045207910817,3.554518339185768,-2.0090674820054466,31.535037326313866,1.999,2.648,1532.031,131
1,24,1.8550045207910817,3.553122843358751,-2.008942576231868,31.561320912319374,1.999,2.646,1541.344,131
1,24,1.8550045207910817,3.5514186998831025,-2.0077426229513513,31.58411383694332,1.999,2.644,1550.781,131
1,24,1.8550045207910817,3.550160306459917,-2.008247234859823,31.608768679303896,1.999,2.643,1560.188,131
1,24,1.8550045207910817,3.5484403556179087,-2.0082660707975912,31.621908918957402,1.999,2.642,1569.563,131
1,24,1.8550045207910817,3.5470441149691547,-2.011245584982172,31.653027653446802,1.999,2.64,1579.016,131
1,24,1.8550045207910817,3.545724294524769,-2.0090470773770144,31.671609555638266,1.999,2.639,1588.422,131
1,24,1.8550045207910817,3.5442045158106645,-2.011064589321253,31.700171366219845,1.999,2.638,1597.828,131
1,24,1.8550045207910817,3.5427036010344968,-2.0109525247629287,31.72491464740142,1.999,2.636,1607.235,131
1,24,1.8550045207910817,3.5412663063218313,-2.0105918277579757,31.748690707993788,1.999,2.634,1616.61,131
1,24,1.8550045207910817,3.539847608329904,-2.008942558896142,31.779330240755282,1.999,2.633,1626.016,131
1,24,1.8550045207910817,3.538386651387241,-2.007970595522755,31.800135230175428,1.999,2.632,1635.438,131
1,24,1.8550045207910817,3.537132783194416,-2.008224042041978,31.820824936900472,1.999,2.63,1644.844,131
1,24,1.8550045207910817,3.5355252947572127,-2.008270987069178,31.85094124148638,1.999,2.629,1654.235,131
1,24,1.8550045207910817,3.534341330602826,-2.0107711725731243,31.87223362437826,1.999,2.628,1663.641,131
1,24,1.8550045207910817,3.532906011797857,-2.009520670627093,31.893085435380772,1.999,2.626,1673.078,131
1,24,1.8550045207910817,3.5317166111477802,-2.0089097697640494,31.91216870533299,1.999,2.625,1682.485,131
1,24,1.8550045207910817,3.5302675896023916,-2.0095331315390084,31.946115996732143,1.999,2.623,1691.844,131
1,24,1.8550045207910817,3.5291157209307413,-2.009785636060522,31.96974032943898,1.999,2.622,1701.25,131
1,24,1.8550045207910817,3.5276136183910958,-2.008056510971479,31.99661186702463,1.999,2.621,1710.656,131
1,24,1.8550045207910817,3.526251918715905,-2.0110334142744293,32.022397615503074,1.999,2.62,1720.016,131
1,24,1.8550045207910817,3.5247965499274994,-2.0100234273727904,32.03343847237894,1.999,2.618,1729.422,131
1,24,1.8550045207910817,3.523634092566282,-2.010879419704454,32.05136922020076,1.999,2.617,1738.875,131
1,24,1.8550045207910817,3.522232905881731,-2.0095920267648832,32.074928651427555,1.9988,2.616,1748.297,131
1,24,1.8550045207910817,3.520883984555839,-2.0087966407197153,32.095909641392126,1.999,2.614,1757.656,131
1,24,1.8550045207910817,3.5196522562603754,-2.0083817366924714,32.12341603618765,1.9988,2.613,1767.016,131
1,24,1.8550045207910817,3.518442831521779,-2.0102780425033213,32.146197581628066,1.999,2.612,1776.36,131
1,24,1.8550045207910817,3.5171456744267666,-2.010141508653741,32.15308223164457,1.999,2.611,1785.781,131
1,24,1.8550045207910817,3.515976875831589,-2.0085939349488044,32.17969897589543,1.999,2.61,1795.203,131
1,24,1.8550045207910817,3.5146019126995784,-2.0074691800197617,32.20239527981519,1.999,2.608,1804.625,131
1,24,1.8550045207910817,3.5135510573715654,-2.0079928019157793,32.23357082976805,1.999,2.607,1814.016,131
1,24,1.8550045207910817,3.512325786535883,-2.0073102910307856,32.2555650627942,1.999,2.606,1823.375,131
1,24,1.8550045207910817,3.5111281363773,-2.0099069767805946,32.26309703646828,1.999,2.604,1832.75,131
1,24,1.8550045207910817,3.509827037615774,-2.0068880418659263,32.30305747372754,1.999,2.604,1842.156,131
1,24,1.8550045207910817,3.5087974433553875,-2.0085320000554976,32.323020411302615,1.999,2.602,1851.531,131
1,24,1.8550045207910817,3.5074860149974643,-2.0089946307288766,32.33805824040431,1.999,2.601,1860.922,131
1,24,1.8550045207910817,3.506432521775561,-2.012995081928318,32.3697388114669,1.999,2.6,1870.375,131
1,24,1.8550045207910817,3.505228743307237,-2.0063570926536336,32.39063011654791,1.9988,2.599,1879.766,131
1,24,1.8550045207910817,3.5040710279656175,-2.007363029920706,32.41806411216685,1.999,2.598,1889.172,131
1,24,1.8550045207910817,3.503016783605266,-2.0077441438939116,32.43231048159168,1.999,2.596,1898.594,131
1,24,1.8550045207910817,3.501889991873502,-2.0079269361229084,32.44086284963486,1.999,2.596,1908.047,131
1,24,1.8550045207910817,3.5008474155850573,-2.0111014691689224,32.45430036406442,1.999,2.594,1917.438,131
1,24,1.8550045207910817,3.499789876043809,-2.009376385394748,32.478938535415786,1.999,2.593,1926.797,131
1,24,1.8550045207910817,3.4987664756161805,-2.0095147558599424,32.49849673016981,1.999,2.592,1936.141,131
1,24,1.8550045207910817,3.4976039852682073,-2.0084031939714055,32.51363854089263,1.999,2.591,1945.547,131
1,24,1.8550045207910817,3.4964100515313747,-2.008889750697651,32.540444787108505,1.999,2.59,1954.922,131
1,24,1.8550045207910817,3.4953148410924673,-2.01020479277941,32.57113079808891,1.999,2.589,1964.328,131
1,24,1.8550045207910817,3.4942048493967177,-2.0092574616110395,32.59316061723604,1.999,2.588,1973.875,131
1,24,1.8550045207910817,3.4930269985347966,-2.009255340749077,32.61489468294317,1.999,2.587,1983.235,131
1,24,1.8550045207910817,3.4920342543792153,-2.0099993062412205,32.63865804486028,1.999,2.586,1992.735,131
1,24,1.8550045207910817,3.4908721539663286,-2.008154037440098,32.65056284475645,1.999,2.585,2002.125,131
1,24,1.8550045207910817,3.4900045446459758,-2.007630410205431,32.674627395040666,1.999,2.584,2011.531,131
1,24,1.8550045207910817,3.489110027003413,-2.0074055939383926,32.701866893026114,1.999,2.583,2020.922,131
1,24,1.8550045207910817,3.4878865381984765,-2.008607720534193,32.721526101966084,1.999,2.582,2030.406,131
1,24,1.8550045207910817,3.486994578099966,-2.008513438336291,32.736696917046146,1.999,2.581,2039.813,131
1,24,1.8550045207910817,3.485701217976028,-2.00830567687462,32.74783766819674,1.999,2.58,2049.188,131
1,24,1.8550045207910817,3.48472434810109,-2.008044275550334,32.776835583875936,1.999,2.579,2058.578,131
1,24,1.8550045207910817,3.483891861502291,-2.0081164172437425,32.81453467325984,1.999,2.578,2068.031,131
1,24,1.8550045207910817,3.482701357954996,-2.008587105789799,32.830236405641045,1.999,2.576,2077.391,131
1,24,1.8550045207910817,3.4816393570001374,-2.0101404933241773,32.85516732698512,1.999,2.576,2086.75,131
1,24,1.8550045207910817,3.4806837027546473,-2.007849375105224,32.86724463221917,1.999,2.574,2096.141,131
1,24,1.8550045207910817,3.479721949480851,-2.0100418633728596,32.88768344989713,1.999,2.574,2105.531,131
1,24,1.8550045207910817,3.4788185195770858,-2.0100830906129326,32.919444737414075,1.999,2.572,2114.953,131
1,24,1.8550045207910817,3.4777282168830337,-2.0073864607896774,32.93581469741171,1.999,2.572,2124.391,131
1,24,1.8550045207910817,3.4768712396147103,-2.006653171283147,32.95804311569549,1.999,2.57,2133.813,131
1,24,1.8550045207910817,3.4756834299922894,-2.007743447247657,32.968029592428564,1.999,2.57,2143.219,131
1,24,1.8550045207910817,3.4747154563493234,-2.010865106776913,32.99646813172011,1.999,2.568,2152.61,131
1,24,1.8550045207910817,3.4736147035487654,-2.0070009576463,33.02464047270098,1.999,2.568,2162.063,131
1,24,1.8550045207910817,3.4726859461875765,-2.008530370789687,33.05844816261173,1.999,2.567,2171.453,131
1,24,1.8550045207910817,3.471603216042668,-2.0092033412122547,33.069707204192426,1.999,2.566,2180.86,131
1,24,1.8550045207910817,3.4705086387004025,-2.007904216076714,33.085843772875414,1.999,2.564,2190.281,131
1,24,1.8550045207910817,3.469466406924587,-2.00847306927724,33.114763331230364,1.999,2.564,2199.735,131
1,24,1.8550045207910817,3.468454621280787,-2.009239467313113,33.14077154503255,1.999,2.562,2209.11,131
1,24,1.8550045207910817,3.467630871365474,-2.011618752775388,33.149084772206095,1.999,2.562,2218.5,131
1,24,1.8550045207910817,3.4664304762889677,-2.009083993324543,33.179330808129336,1.999,2.56,2227.891,131
1,24,1.8550045207910817,3.465492317048511,-2.0082633133735235,33.219235067596486,1.999,2.56,2237.266,131
1,24,1.8550045207910817,3.464532713831049,-2.007239929087197,33.23501218020892,1.999,2.558,2246.672,131
1,24,1.8550045207910817,3.4635128252817116,-2.008747237044212,33.24128632066482,1.999,2.558,2256.094,131
1,24,1.8550045207910817,3.4623668942119616,-2.0093031252166687,33.28825408717642,1.999,2.557,2265.469,131
1,24,1.8550045207910817,3.4613403805940366,-2.0107138975473435,33.301905699700264,1.999,2.556,2274.844,131
1,24,1.8550045207910817,3.4602060177468172,-2.009692801447539,33.3270094626085,1.999,2.554,2284.266,131
1,24,1.8550045207910817,3.459487690114468,-2.0081342096482393,33.349861704624146,1.999,2.554,2293.641,131
1,24,1.8550045207910817,3.4583709850163284,-2.009715866438945,33.375243008655474,1.999,2.552,2303.031,131
1,24,1.8550045207910817,3.457349294145781,-2.0081805894418676,33.39626541648866,1.999,2.552,2312.391,131
1,24,1.8550045207910817,3.4563391857170447,-2.0104914968108547,33.41616662910334,1.999,2.55,2321.781,131
1,24,1.8550045207910817,3.4551670379068993,-2.00916406958524,33.44314149796908,1.999,2.55,2331.125,131
1,24,1.8550045207910817,3.4540932757632543,-2.010502908051419,33.48133711949181,1.999,2.548,2340.5,131
1,24,1.8550045207910817,3.4530628306505187,-2.0085305934614572,33.50113936337491,1.999,2.547,2349.891,131
1,24,1.8550045207910817,3.4520430482469773,-2.008104247749194,33.532126574149224,1.999,2.546,2359.297,131
1,24,1.8550045207910817,3.4509474544648238,-2.0063151482015145,33.54856594507044,1.999,2.546,2368.703,131
1,24,1.8550045207910817,3.449852632650364,-2.0088144961662806,33.57226535308877,1.999,2.544,2378.11,131
1,24,1.8550045207910817,3.44872328489826,-2.0110902826197585,33.59646834839727,1.999,2.543,2387.5,131
1,24,1.8550045207910817,3.4479679284575804,-2.0098336491694604,33.62189048277852,1.999,2.542,2396.86,131
1,24,1.8550045207910817,3.4468329852943067,-2.008734144958433,33.663980733697265,1.999,2.541,2406.25,131
